type,sku,name,regular_price,categories,images,description,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,status,parent,length,width,height,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
variation,BNN32,Basketball Banner Resin,23.5,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/BNN32--c4d2cda8.png,"Original dimensions (in): 8 1/2""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_26,21.59,21.59,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_27,Basketball Blaze Award,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/BZ02--e34783dc.png,,Size,Large,1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,BZ02,Basketball Blaze Award,12.75,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/BZ02--e34783dc.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_27,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_28,Basketball Cobra Award,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/CA193--6abf0d81.png,,Size,"Medium,Large",1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,CA193,Basketball Cobra Award,12.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/CA193--6abf0d81.png,"Original dimensions (in): 6 1/2""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_28,16.51,16.51,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,CA203,Basketball Cobra Award,14.25,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/CA203--2aff3ec4.png,"Original dimensions (in): 7 1/2""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_28,19.05,19.05,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,CA223,Basketball Cobra Award,17.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/CA223--0146d449.png,"Original dimensions (in): 9""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_28,22.86,22.86,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,CA243,Basketball Cobra Award,22.5,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/CA243--a78c5635.png,"Original dimensions (in): 10 1/2""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_28,26.67,26.67,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,CA263,Basketball Cobra Award,28.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/CA263--ac088fbf.png,"Original dimensions (in): 12""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_28,30.48,30.48,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_29,Basketball Happy Cup Award,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/HC102--94e616cf.png,,Size,Medium,1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,HC102,Basketball Happy Cup Award,11.25,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/HC102--94e616cf.png,"Original dimensions (in): 6""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_29,15.24,15.24,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_30,Basketball Hurricane Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/HC302--4b56c81a.png,,Size,"Medium,Large",1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,HC302,Basketball Hurricane Resin,20.5,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/HC302--4b56c81a.png,"Original dimensions (in): 6 1/2""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_30,16.51,16.51,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,HC322,Basketball Hurricane Resin,21.75,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/HC322--eba71d55.png,"Original dimensions (in): 7 1/2""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_30,19.05,19.05,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_31,Male Basketball Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/JDS15--7818dd59.png,,Size,Large,1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,JDS15,Male Basketball Resin,29.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/JDS15--7818dd59.png,"Original dimensions (in): 9 1/2""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_31,24.13,24.13,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_32,Basketball Jazz Star Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/JSR102--d23e4db7.png,,Size,Medium,1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,JSR102,Basketball Jazz Star Resin,14.75,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/JSR102--d23e4db7.png,"Original dimensions (in): 5 1/2""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_32,13.97,13.97,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_33,Basketball Little Pal's Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/LPR02--f76e5d0b.png,,Size,Medium,1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,LPR02,Basketball Little Pal's Resin,13.5,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/LPR02--f76e5d0b.png,"Original dimensions (in): 5""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_33,12.7,12.7,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_34,Basketball Imperial Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/PLR102--6e25ea31.png,,Size,"Medium,Large",1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,PLR102,Basketball Imperial Resin,19.5,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/PLR102--6e25ea31.png,"Original dimensions (in): 6""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_34,15.24,15.24,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,PLR112,Basketball Imperial Resin,28.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/PLR112--68158632.png,"Original dimensions (in): 7 7/8""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_34,20.0,20.0,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,PLR122,Basketball Imperial Resin,41.75,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/PLR122--8223cc46.png,"Original dimensions (in): 9 7/8""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_34,25.08,25.08,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_35,Basketball Encore Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/REN102--82a6fc59.png,,Size,"Medium,Large",1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,REN102,Basketball Encore Resin,21.25,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/REN102--82a6fc59.png,"Original dimensions (in): 5 3/4""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_35,14.61,14.61,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,REN202,Basketball Encore Resin,29.25,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/REN202--3c5d177c.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_35,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,REN302,Basketball Encore Resin,36.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/REN302--9e92a72d.png,"Original dimensions (in): 8 1/2""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_35,21.59,21.59,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_36,Basketball Rockstar Award,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/RKS202--5fc1d9a2.png,,Size,Large,1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,RKS202,Basketball Rockstar Award,18.75,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/RKS202--5fc1d9a2.png,"Original dimensions (in): 7 1/2""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_36,19.05,19.05,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,RKS212,Basketball Rockstar Award,20.5,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/RKS212--b0546cdb.png,"Original dimensions (in): 9""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_36,22.86,22.86,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_37,Basketball Ribbon Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/RR502--d597b655.png,,Size,"Medium,Large",1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,"Ribbon,Ribbon",1,1
variation,RR502,Basketball Ribbon Resin,16.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/RR502--d597b655.png,"Original dimensions (in): 5 1/2""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_37,13.97,13.97,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,Ribbon,1,1
variation,RR702,Basketball Ribbon Resin,18.25,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/RR702--cb802244.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_37,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,Ribbon,1,1
variable,PARENT_38,Basketball Shield Award,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/SA602--aba8607e.png,,Size,"Medium,Large",1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,SA602,Basketball Shield Award,15.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/SA602--aba8607e.png,"Original dimensions (in): 6""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_38,15.24,15.24,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,SA702,Basketball Shield Award,17.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/SA702--d44173e7.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_38,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_39,Basketball Sun Ray Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/SR102--53afc4c1.png,,Size,Large,1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,SR102,Basketball Sun Ray Resin,14.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/SR102--53afc4c1.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_39,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,SR202,Basketball Sun Ray Resin,17.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/SR202--57277153.png,"Original dimensions (in): 8""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_39,20.32,20.32,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_40,Basketball Triad Award,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/TRD102--790657d3.png,,Size,Medium,1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,TRD102,Basketball Triad Award,14.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/TRD102--790657d3.png,"Original dimensions (in): 5 1/2""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_40,13.97,13.97,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_41,Basketball Triumph Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/TR102--0ba9a31f.png,,Size,Medium,1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,TR102,Basketball Triumph Resin,15.25,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/TR102--0ba9a31f.png,"Original dimensions (in): 5 1/2""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_41,13.97,13.97,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,TR152,Basketball Triumph Resin,17.25,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/TR152--711150de.png,"Original dimensions (in): 6 1/2""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_41,16.51,16.51,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_42,Basketball Varsity Sport Resin,,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/VSR102--f1d37508.png,,Size,"Medium,Large",1,1,Sport,Basketball,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,VSR102,Basketball Varsity Sport Resin,14.75,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/VSR102--f1d37508.png,"Original dimensions (in): 5 1/2""",Size,Medium,1,1,Sport,Basketball,1,1,1,PARENT_42,13.97,13.97,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,VSR202,Basketball Varsity Sport Resin,20.0,RESINS > Basketball,https://res.cloudinary.com/business-products/image/upload/products/images/large/VSR202--5f953b9c.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Basketball,1,1,1,PARENT_42,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_43,Bowling Broadcast Resin,,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/BCR103--b144aa03.png,,Size,"Medium,Large",1,1,Sport,Bowling,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,BCR103,Bowling Broadcast Resin,16.0,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/BCR103--b144aa03.png,"Original dimensions (in): 6""",Size,Medium,1,1,Sport,Bowling,1,1,1,PARENT_43,15.24,15.24,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,BCR203,Bowling Broadcast Resin,18.5,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/BCR203--10a3ae08.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Bowling,1,1,1,PARENT_43,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_44,Bowling Banner Resin,,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/BNN13--19a80d86.png,,Size,Large,1,1,Sport,Bowling,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,BNN13,Bowling Banner Resin,19.5,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/BNN13--19a80d86.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Bowling,1,1,1,PARENT_44,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,BNN33,Bowling Banner Resin,23.5,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/BNN33--88467aca.png,"Original dimensions (in): 8 1/2""",Size,Large,1,1,Sport,Bowling,1,1,1,PARENT_44,21.59,21.59,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_45,Bowling Jazz Star Resin,,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/JSR103--a4e7689c.png,,Size,Medium,1,1,Sport,Bowling,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,JSR103,Bowling Jazz Star Resin,14.75,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/JSR103--a4e7689c.png,"Original dimensions (in): 5 1/2""",Size,Medium,1,1,Sport,Bowling,1,1,1,PARENT_45,13.97,13.97,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_46,Bowling Little Pals Resin,,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/LPR03--95e576d7.png,,Size,Medium,1,1,Sport,Bowling,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,LPR03,Bowling Little Pals Resin,13.5,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/LPR03--95e576d7.png,"Original dimensions (in): 5""",Size,Medium,1,1,Sport,Bowling,1,1,1,PARENT_46,12.7,12.7,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_47,Bowling Shield Award,,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/SA603--676d1f47.png,,Size,"Medium,Large",1,1,Sport,Bowling,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,SA603,Bowling Shield Award,15.0,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/SA603--676d1f47.png,"Original dimensions (in): 6""",Size,Medium,1,1,Sport,Bowling,1,1,1,PARENT_47,15.24,15.24,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,SA703,Bowling Shield Award,17.0,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/SA703--09d868de.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Bowling,1,1,1,PARENT_47,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_48,Bowling Sun Ray Award,,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/SR103--02ccbb07.png,,Size,Large,1,1,Sport,Bowling,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,SR103,Bowling Sun Ray Award,14.0,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/SR103--02ccbb07.png,"Original dimensions (in): 7""",Size,Large,1,1,Sport,Bowling,1,1,1,PARENT_48,17.78,17.78,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,SR203,Bowling Sun Ray Award,17.0,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/SR203--edf9f08c.png,"Original dimensions (in): 8""",Size,Large,1,1,Sport,Bowling,1,1,1,PARENT_48,20.32,20.32,0,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_49,Bowling Triad Resin,,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/TRD103--70aa498d.png,,Size,Medium,1,1,Sport,Bowling,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,TRD103,Bowling Triad Resin,14.0,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/TRD103--70aa498d.png,"Original dimensions (in): 5 1/2""",Size,Medium,1,1,Sport,Bowling,1,1,1,PARENT_49,13.97,13.97,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_50,Bowling Triumph Resin,,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/TR103--166030d8.png,,Size,Medium,1,1,Sport,Bowling,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,TR103,Bowling Triumph Resin,15.25,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/TR103--166030d8.png,"Original dimensions (in): 5 1/2""",Size,Medium,1,1,Sport,Bowling,1,1,1,PARENT_50,13.97,13.97,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variation,TR153,Bowling Triumph Resin,17.25,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/TR153--a526cd7b.png,"Original dimensions (in): 6 1/2""",Size,Medium,1,1,Sport,Bowling,1,1,1,PARENT_50,16.51,16.51,0,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
variable,PARENT_51,Bowling Varsity Sport Resin,,RESINS > Bowling,https://res.cloudinary.com/business-products/image/upload/products/images/large/VSR103--4798bfd4.png,,Size,"Medium,Large",1,1,Sport,Bowling,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Resin,1,1,Features,,1,1
